Timestamp (IST),Filtered_Pos_X,Filtered_Pos_Y,Filtered_Pos_Z
2024-06-17 16:37:15,-2.644652351676337e-07,-1.5146859059491573e-06,1.5656142217545426e-06
2024-06-17 16:37:15,-9.330912439146245e-05,-0.00033610270362484113,0.00035853087038977184
2024-06-17 16:37:15,-0.0001800470415799519,-0.0006475969064891332,0.0006908948960490336
2024-06-17 16:37:15,-0.00022695849084278935,-0.0008155627837207684,0.0008701594665190685
2024-06-17 16:37:15,-0.0001762730871205031,-0.0006326286043786716,0.0006750507077108547
2024-06-17 16:37:15,1.1377415685384975e-05,4.2254451411572624e-05,-4.49601031708849e-05
2024-06-17 16:37:15,0.00029746957716554563,0.00107018103385518,-0.001141711358416883
2024-06-17 16:37:15,0.0005357284142662508,0.001925267446077588,-0.002054137574191668
2024-06-17 16:37:15,0.000516021536822881,0.0018526780159262815,-0.0019768480504732985
2024-06-17 16:37:15,9.02117239222331e-05,0.00032097351147608236,-0.0003427477265083009
2024-06-17 16:37:15,-0.0006694624125227187,-0.0024090315340923435,0.002569999445411879
2024-06-17 16:37:15,-0.0013763657240130074,-0.004947058650093981,0.005278127978845383
2024-06-17 16:37:15,-0.0013949674184225193,-0.005009447117157389,0.0053450929542994095
2024-06-17 16:37:15,-8.939024659463048e-05,-0.00031251899423382897,0.00033422037890591867
2024-06-17 16:37:15,0.00283953719100544,0.010216986626568985,-0.010899761028746152
2024-06-17 16:37:15,0.007115568443057109,0.02558574900654617,-0.027297093660156785
2024-06-17 16:37:16,-0.007126523374887188,-0.025649914328545513,0.027363346702572584
2024-06-17 16:37:16,-0.0028459444201138586,-0.010258755266455278,0.010942650917042803
2024-06-17 16:37:16,9.134302254249827e-05,0.0003156026441792168,-0.00033787280712687
2024-06-17 16:37:16,0.0014067402380286583,0.005071825316529596,-0.005409869559305479
2024-06-17 16:37:16,0.00139485926939426,0.00505917758080085,-0.005393681888543246
2024-06-17 16:37:16,0.0006859673468488446,0.0025247022938481214,-0.0026883684583391475
2024-06-17 16:37:16,-8.771024352890522e-05,-0.00027741246037128265,0.0002993903938070361
2024-06-17 16:37:16,-0.0005364189820341838,-0.0019501291256452077,0.002078704676295808
2024-06-17 16:37:16,-0.0005765425252112108,-0.002170620601783089,0.0023071206190253234
2024-06-17 16:37:16,-0.0003400478704294793,-0.0013661116988152818,0.0014446608939352869
2024-06-17 16:37:16,-2.540119324650884e-05,-0.000199055508027998,0.0002026764404324615
2024-06-17 16:37:16,0.00021690409432657842,0.0008082881700806553,-0.00085992037647184
2024-06-17 16:37:16,0.00032229425888804765,0.001377997595220448,-0.0014506677605960754
2024-06-17 16:37:16,0.0002893919874954833,0.0013928452900481788,-0.001454514927051414
2024-06-17 16:37:16,0.00014279769172447138,0.0008094062627293726,-0.0008369478774998288
2024-06-17 16:37:16,-8.039117448639687e-05,-0.00030242228897859176,0.0003217078473369372
2024-06-17 16:37:16,-0.00031567824218826354,-0.0016198133648693959,0.0016850608900409873
2024-06-17 16:37:16,-0.00045678552789569403,-0.0024969408070544138,0.002587600435759259
2024-06-17 16:37:16,-0.0003800049281327529,-0.002153746216171987,0.0022271084488640603
2024-06-17 16:37:16,-2.08469398517283e-05,-0.0001638479538421575,0.00016624913800175248
2024-06-17 16:37:16,0.0005306519509852002,0.002975607275516473,-0.0030798294165892276
2024-06-17 16:37:16,0.0009897659489381642,0.005618943612431873,-0.005810793795640662
2024-06-17 16:37:16,0.000964947985048292,0.005497363157225129,-0.005683121391313493
2024-06-17 16:37:16,0.00018710847802343042,0.0010539824755399834,-0.00108887236808169
2024-06-17 16:37:16,-0.0012066403217454603,-0.006922342372466517,0.0071561574608210166
2024-06-17 16:37:16,-0.0025067433935119813,-0.014352105561114818,0.014835665491065797
2024-06-17 16:37:16,-0.0025528602966817826,-0.014577756116936577,0.015068882542345112
2024-06-17 16:37:16,-0.00018617311544035127,-0.0009659622815677324,0.0009998158356735983
2024-06-17 16:37:16,0.005137883294365677,0.029586090052417482,-0.030578716920988007
2024-06-17 16:37:16,0.012914774028269117,0.07417906572593286,-0.07667007234113019
2024-06-17 16:37:17,-0.01288370617212767,-0.07431942649702664,0.07680933021737767
2024-06-17 16:37:17,-0.00511426844353381,-0.02969282996768625,0.03068462481317537
2024-06-17 16:37:17,0.00019136140683793414,0.0009424219112956107,-0.0009764472477776232
